x,y,z
15,43,40
15,43,41
15,43,42
15,43,43
15,43,44
15,43,45
15,43,46
15,43,47
15,43,48
15,43,49
15,43,50
15,43,51
15,43,52
15,43,53
15,44,35
15,44,36
15,44,37
15,44,38
15,44,39
15,44,40
15,44,41
15,44,42
15,44,43
15,44,44
15,44,45
15,44,46
15,44,47
15,44,48
15,44,49
15,44,50
15,44,51
15,44,52
15,44,53
15,44,59
15,44,60
15,45,34
15,45,35
15,45,36
15,45,37
15,45,38
15,45,39
15,45,40
15,45,41
15,45,42
15,45,43
15,45,44
15,45,45
15,45,46
15,45,47
15,45,48
15,45,49
15,45,50
15,45,51
15,45,52
15,45,53
15,46,33
15,46,34
15,46,35
15,46,36
15,46,37
15,46,38
15,46,39
15,46,40
15,46,41
15,46,42
15,46,43
15,46,44
15,46,45
15,46,46
15,46,47
15,46,48
15,46,49
15,46,50
15,46,51
15,46,52
15,46,56
15,47,33
15,47,34
15,47,35
15,47,36
15,47,37
15,47,38
15,47,39
15,47,40
15,47,41
15,47,42
15,47,43
15,47,44
15,47,45
15,47,46
15,47,47
15,47,48
15,47,49
15,47,50
15,47,51
15,48,33
15,48,34
15,48,35
15,48,36
15,48,37
15,48,38
15,48,39
15,48,40
15,48,41
15,48,42
15,48,43
15,48,44
15,48,45
15,48,46
15,48,47
15,48,48
15,48,49
15,48,50
15,48,51
15,49,32
15,49,33
15,49,34
15,49,35
15,49,36
15,49,37
15,49,38
15,49,39
15,49,40
15,49,41
15,49,42
15,49,43
15,49,44
15,50,32
15,50,33
15,50,34
15,50,35
15,50,36
15,50,37
15,50,40
15,50,41
15,50,42
15,50,43
15,51,32
15,51,33
15,51,34
15,51,35
15,51,36
15,51,39
15,51,40
15,51,41
15,51,42
15,51,43
15,52,38
15,52,39
15,52,40
15,52,41
15,52,42
15,52,43
15,53,37
15,53,38
15,53,39
15,53,40
15,53,41
15,53,42
15,53,43
15,54,36
15,54,37
15,54,38
15,54,39
15,54,40
15,54,41
15,54,42
15,55,36
15,55,37
15,55,38
15,55,39
15,55,40
15,55,41
15,55,42
15,56,37
15,56,38
15,56,39
15,56,40
15,56,41
15,56,42
15,57,37
15,57,38
15,57,39
15,57,40
15,57,41
15,57,42
15,58,38
15,58,39
15,58,40
15,58,41
15,58,42
15,66,34
15,66,35
15,66,36
15,67,33
15,67,34
15,67,35
15,67,36
15,67,37
15,67,38
15,67,45
15,67,46
15,68,33
15,68,34
15,68,35
15,68,36
15,68,37
15,68,38
15,68,39
15,68,44
15,68,45
15,68,46
15,68,47
15,69,32
15,69,33
15,69,34
15,69,35
15,69,36
15,69,37
15,69,38
15,69,43
15,69,44
15,69,45
15,69,46
15,70,35
15,70,36
15,70,37
16,34,38
16,34,39
16,35,38
16,35,39
16,36,38
16,36,39
16,36,40
16,37,37
16,37,38
16,37,39
16,37,40
16,38,37
16,38,38
16,38,39
16,38,40
16,38,41
16,39,37
16,39,38
16,39,39
16,39,40
16,39,41
16,40,37
16,40,38
16,40,39
16,40,40
16,40,41
16,40,42
16,40,47
16,40,48
16,40,49
16,40,50
16,40,51
16,40,53
16,40,54
16,40,55
16,40,56
16,40,57
16,41,36
16,41,37
16,41,38
16,41,39
16,41,40
16,41,41
16,41,42
16,41,43
16,41,46
16,41,47
16,41,48
16,41,49
16,41,50
16,41,51
16,41,52
16,41,53
16,41,54
16,41,55
16,41,56
16,41,57
16,41,58
16,41,59
16,42,36
16,42,37
16,42,38
16,42,39
16,42,40
16,42,41
16,42,42
16,42,43
16,42,44
16,42,45
16,42,46
16,42,47
16,42,48
16,42,49
16,42,50
16,42,51
16,42,52
16,42,53
16,42,54
16,42,55
16,42,59
16,42,60
16,42,61
16,42,62
16,43,36
16,43,37
16,43,38
16,43,39
16,43,40
16,43,41
16,43,42
16,43,43
16,43,44
16,43,45
16,43,46
16,43,47
16,43,48
16,43,49
16,43,50
16,43,51
16,43,52
16,43,53
16,43,54
16,43,59
16,43,60
16,43,61
16,43,62
16,44,35
16,44,36
16,44,37
16,44,38
16,44,39
16,44,40
16,44,41
16,44,42
16,44,43
16,44,44
16,44,45
16,44,46
16,44,47
16,44,48
16,44,49
16,44,50
16,44,51
16,44,52
16,44,53
16,44,59
16,44,60
16,44,61
16,44,62
16,45,35
16,45,36
16,45,37
16,45,38
16,45,39
16,45,40
16,45,41
16,45,42
16,45,43
16,45,44
16,45,45
16,45,46
16,45,47
16,45,48
16,45,49
16,45,50
16,45,51
16,45,52
16,45,53
16,45,59
16,45,60
16,45,61
16,46,33
16,46,34
16,46,35
16,46,36
16,46,37
16,46,38
16,46,39
16,46,40
16,46,41
16,46,42
16,46,43
16,46,44
16,46,45
16,46,46
16,46,47
16,46,48
16,46,49
16,46,50
16,46,51
16,46,52
16,47,33
16,47,34
16,47,35
16,47,36
16,47,39
16,47,40
16,47,41
16,47,42
16,47,43
16,47,44
16,47,45
16,47,46
16,47,47
16,47,48
16,47,49
16,47,50
16,47,51
16,48,32
16,48,33
16,48,34
16,48,35
16,48,36
16,48,37
16,48,40
16,48,41
16,48,42
16,48,43
16,48,44
16,48,45
16,48,46
16,48,47
16,48,48
16,48,51
16,49,32
16,49,33
16,49,34
16,49,35
16,49,36
16,49,37
16,49,41
16,49,42
16,49,43
16,50,32
16,50,33
16,50,34
16,50,35
16,50,36
16,50,37
16,50,41
16,51,32
16,51,33
16,51,34
16,51,35
16,51,36
16,51,40
16,51,41
16,52,34
16,52,35
16,52,39
16,52,40
16,52,41
16,52,42
16,53,37
16,53,38
16,53,39
16,53,40
16,53,41
16,53,42
16,54,36
16,54,37
16,54,38
16,54,39
16,54,40
16,54,41
16,54,42
16,55,36
16,55,37
16,55,38
16,55,39
16,55,40
16,55,41
16,55,42
16,56,37
16,56,38
16,56,39
16,56,40
16,56,41
16,56,42
16,57,37
16,57,38
16,57,39
16,57,40
16,57,41
16,57,42
16,58,38
16,58,39
16,66,34
16,66,35
16,66,36
16,66,37
16,67,33
16,67,34
16,67,35
16,67,36
16,67,37
16,67,38
16,67,39
16,67,44
16,67,45
16,67,46
16,68,32
16,68,33
16,68,34
16,68,35
16,68,36
16,68,37
16,68,38
16,68,39
16,68,40
16,68,41
16,68,42
16,68,43
16,68,44
16,68,45
16,68,46
16,68,47
16,69,31
16,69,32
16,69,33
16,69,34
16,69,35
16,69,36
16,69,37
16,69,38
16,69,39
16,69,40
16,69,42
16,69,43
16,69,44
16,69,45
16,70,31
16,70,32
16,70,33
16,70,34
16,70,35
16,70,36
16,70,37
16,70,38
16,71,32
16,71,35
16,71,36
16,71,37
16,72,36
16,72,37
16,73,36
16,73,37
16,74,36
17,33,38
17,34,37
17,34,38
17,34,39
17,35,37
17,35,38
17,35,39
17,35,40
17,36,37
17,36,38
17,36,39
17,36,40
17,37,37
17,37,38
17,37,39
17,37,40
17,38,37
17,38,38
17,38,39
17,38,40
17,38,41
17,39,37
17,39,38
17,39,39
17,39,40
17,39,41
17,39,42
17,40,37
17,40,38
17,40,39
17,40,40
17,40,41
17,40,42
17,40,48
17,40,49
17,40,54
17,40,55
17,40,56
17,40,57
17,40,58
17,40,59
17,41,36
17,41,37
17,41,38
17,41,39
17,41,40
17,41,41
17,41,42
17,41,43
17,41,44
17,41,46
17,41,47
17,41,48
17,41,49
17,41,50
17,41,51
17,41,52
17,41,53
17,41,54
17,41,55
17,41,56
17,41,57
17,41,58
17,41,59
17,41,60
17,41,61
17,41,62
17,42,36
17,42,37
17,42,38
17,42,39
17,42,40
17,42,41
17,42,42
17,42,43
17,42,44
17,42,45
17,42,46
17,42,47
17,42,48
17,42,49
17,42,50
17,42,51
17,42,52
17,42,53
17,42,54
17,42,55
17,42,56
17,42,59
17,42,60
17,42,61
17,42,62
17,42,63
17,43,36
17,43,37
17,43,38
17,43,39
17,43,40
17,43,41
17,43,42
17,43,43
17,43,44
17,43,45
17,43,46
17,43,47
17,43,48
17,43,49
17,43,50
17,43,51
17,43,52
17,43,53
17,43,54
17,43,59
17,43,60
17,43,61
17,43,62
17,43,63
17,44,36
17,44,37
17,44,38
17,44,39
17,44,40
17,44,41
17,44,42
17,44,43
17,44,44
17,44,45
17,44,46
17,44,47
17,44,48
17,44,49
17,44,50
17,44,51
17,44,52
17,44,53
17,44,54
17,44,59
17,44,60
17,44,61
17,44,62
17,45,34
17,45,35
17,45,36
17,45,37
17,45,38
17,45,39
17,45,40
17,45,41
17,45,42
17,45,43
17,45,44
17,45,45
17,45,46
17,45,47
17,45,48
17,45,49
17,45,50
17,45,51
17,45,52
17,45,53
17,45,54
17,45,60
17,45,61
17,46,33
17,46,34
17,46,35
17,46,36
17,46,37
17,46,38
17,46,39
17,46,40
17,46,41
17,46,42
17,46,43
17,46,44
17,46,45
17,46,46
17,46,47
17,46,48
17,46,49
17,46,50
17,46,52
17,46,53
17,47,33
17,47,34
17,47,35
17,47,36
17,47,37
17,47,38
17,47,39
17,47,40
17,47,41
17,47,42
17,47,43
17,47,44
17,47,45
17,47,46
17,47,47
17,47,48
17,48,32
17,48,33
17,48,34
17,48,35
17,48,36
17,48,37
17,48,38
17,48,41
17,48,42
17,48,43
17,49,32
17,49,33
17,49,34
17,49,35
17,49,36
17,49,37
17,50,31
17,50,32
17,50,33
17,50,34
17,50,35
17,50,36
17,50,37
17,51,32
17,51,33
17,51,34
17,51,35
17,51,36
17,52,33
17,52,34
17,52,35
17,52,40
17,52,41
17,53,38
17,53,39
17,53,40
17,53,41
17,54,37
17,54,38
17,54,39
17,54,40
17,54,41
17,55,37
17,55,38
17,55,39
17,55,40
17,55,41
17,56,37
17,56,38
17,56,39
17,56,40
17,56,41
17,57,38
17,57,39
17,57,40
17,64,56
17,66,34
17,66,35
17,66,36
17,66,37
17,66,38
17,67,33
17,67,34
17,67,35
17,67,36
17,67,37
17,67,38
17,67,39
17,67,40
17,67,41
17,67,42
17,67,43
17,67,44
17,67,45
17,67,46
17,68,32
17,68,33
17,68,34
17,68,35
17,68,36
17,68,37
17,68,38
17,68,39
17,68,40
17,68,41
17,68,42
17,68,43
17,68,44
17,68,45
17,68,46
17,68,47
17,68,48
17,69,31
17,69,32
17,69,33
17,69,34
17,69,35
17,69,36
17,69,37
17,69,38
17,69,39
17,69,40
17,69,41
17,69,42
17,69,43
17,69,44
17,69,45
17,69,46
17,69,47
17,69,48
17,69,49
17,70,31
17,70,32
17,70,33
17,70,34
17,70,35
17,70,36
17,70,37
17,70,38
17,70,41
17,70,42
17,70,43
17,70,50
17,71,31
17,71,32
17,71,33
17,71,34
17,71,35
17,71,36
17,71,37
17,71,38
17,71,42
17,71,51
17,71,52
17,72,32
17,72,33
17,72,34
17,72,35
17,72,36
17,72,37
17,72,38
17,73,32
17,73,33
17,73,34
17,73,35
17,73,36
17,73,37
17,73,38
17,74,33
17,74,34
17,74,35
17,74,36
17,74,37
17,74,38
17,75,34
17,75,35
17,75,36
17,75,37
18,33,38
18,34,37
18,34,38
18,34,39
18,34,40
18,35,37
18,35,38
18,35,39
18,35,40
18,36,37
18,36,38
18,36,39
18,36,40
18,37,38
18,37,39
18,37,40
18,38,38
18,38,39
18,38,40
18,38,41
18,39,38
18,39,39
18,39,40
18,39,41
18,39,42
18,40,37
18,40,38
18,40,39
18,40,40
18,40,41
18,40,42
18,40,43
18,40,55
18,40,56
18,40,57
18,40,58
18,40,59
18,41,36
18,41,37
18,41,38
18,41,39
18,41,40
18,41,41
18,41,42
18,41,43
18,41,44
18,41,45
18,41,46
18,41,47
18,41,48
18,41,49
18,41,50
18,41,51
18,41,52
18,41,53
18,41,54
18,41,55
18,41,56
18,41,57
18,41,58
18,41,59
18,41,60
18,41,61
18,41,62
18,41,63
18,41,64
18,42,36
18,42,37
18,42,38
18,42,39
18,42,40
18,42,41
18,42,42
18,42,43
18,42,44
18,42,45
18,42,46
18,42,47
18,42,48
18,42,49
18,42,50
18,42,51
18,42,52
18,42,53
18,42,54
18,42,55
18,42,56
18,42,57
18,42,58
18,42,59
18,42,60
18,42,61
18,42,62
18,42,63
18,42,64
18,43,36
18,43,37
18,43,38
18,43,39
18,43,40
18,43,41
18,43,42
18,43,43
18,43,44
18,43,45
18,43,46
18,43,47
18,43,48
18,43,49
18,43,50
18,43,51
18,43,52
